# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,gen_rewards,gg_loss,generator_entropy_loss,generator_baseline_loss,mean_intrinsic_rewards,mean_episode_steps,ex_reward,generator_current_target
47,1665527077.035635,37600,-0.11361075192689896,0.0,-0.017767220735549927,0.0010608953889459372,-0.09690442681312561,,,,,,,,
48,1665527077.6366065,38400,-0.21720798313617706,0.0,-0.12124857306480408,0.0009241281077265739,-0.09688353538513184,,,,,,,,
49,1665527078.1815643,39200,-0.8243118524551392,0.0,-0.7328627109527588,0.00546716945245862,-0.09691629558801651,,,,,,,,
50,1665527078.7984107,40000,-0.4787684977054596,0.0,-0.38700541853904724,0.005142075940966606,-0.09690514206886292,,,,,,,,
51,1665527079.4444766,40800,0.6951767206192017,0.0,0.7900434136390686,0.00202591298148036,-0.09689261019229889,,,,,,,,
52,1665527080.049091,41600,-0.5305055975914001,0.0,-0.4401731491088867,0.006546801887452602,-0.0968792662024498,,,,,,,,
53,1665527080.7520945,42400,1.7255362272262573,0.0,1.8084142208099365,0.014015371911227703,-0.0968933179974556,,,,,,,,
54,1665527081.4030647,43200,-3.016871452331543,0.0,-2.9279122352600098,0.007867804728448391,-0.09682701528072357,,,,,,,,
55,1665527082.1888952,44000,2.3545961380004883,0.0,2.4363062381744385,0.015186280943453312,-0.09689642488956451,,,,,,,,
56,1665527082.877547,44800,-2.465188980102539,0.0,-2.3783161640167236,0.009946640580892563,-0.09681928902864456,,,,,,,,
57,1665527083.4398978,45600,0.4141150414943695,0.0,0.510447084903717,0.000479292735690251,-0.09681131690740585,,,,,,,,
58,1665527083.962433,46400,0.35715264081954956,0.0,0.4495912790298462,0.004422257654368877,-0.09686087816953659,,,,,,,,
59,1665527084.6085207,47200,-0.6720789074897766,0.0,-0.5760961771011353,0.000800741370767355,-0.09678348153829575,,,,,,,,
60,1665527084.9466932,48000,0.02893052250146866,0.0,0.12547262012958527,0.0002647143555805087,-0.09680681675672531,,,,,,,,
61,1665527085.4935117,48800,0.7554827928543091,0.0,0.8416342735290527,0.01064354833215475,-0.09679502993822098,,,,,,,,
62,1665527086.0356014,49600,-2.0011048316955566,0.0,-1.9073631763458252,0.0031000119633972645,-0.09684161096811295,,,,,,,,
63,1665527086.6764717,50400,0.2845592498779297,0.0,0.3711860477924347,0.010204565711319447,-0.09683134406805038,,,,,,,,
64,1665527087.1531975,51200,-0.1610078066587448,0.0,-0.06465944647789001,0.0004899632767774165,-0.0968383252620697,,,,,,,,
65,1665527087.8088276,52000,0.10222538560628891,0.0,0.19475297629833221,0.004313143901526928,-0.09684073179960251,,,,,,,,
66,1665527088.368812,52800,0.18205782771110535,0.0,0.27861732244491577,0.00029870326397940516,-0.0968582034111023,,,,,,,,
67,1665527088.9665446,53600,-0.36969107389450073,0.0,-0.2732456922531128,0.00038134746137075126,-0.09682673960924149,,,,,,,,
68,1665527089.5101027,54400,-0.09254425764083862,0.0,0.003944624215364456,0.00037334457738325,-0.09686222672462463,,,,,,,,
69,1665527090.1101794,55200,0.3464922308921814,0.0,0.4430062472820282,0.00032642370206303895,-0.09684044122695923,,,,,,,,
70,1665527090.642744,56000,-0.5833795070648193,0.0,-0.48739373683929443,0.0008537439862266183,-0.096839539706707,,,,,,,,
71,1665527091.1833217,56800,0.013159118592739105,0.0,0.10976758599281311,0.0002478304086253047,-0.09685629606246948,,,,,,,,
72,1665527091.9936197,57600,1.1668713092803955,0.0,1.2524899244308472,0.011244986206293106,-0.09686363488435745,,,,,,,,
73,1665527092.7487235,58400,-3.0647456645965576,0.0,-2.9759790897369385,0.008082840591669083,-0.09684955328702927,,,,,,,,
74,1665527093.4099996,59200,3.847825050354004,0.0,3.9313249588012695,0.013392316177487373,-0.0968920961022377,,,,,,,,
75,1665527093.9941545,60000,-5.025931358337402,0.0,-4.9512176513671875,0.022093869745731354,-0.09680750221014023,,,,,,,,
76,1665527094.5366642,60800,3.2041640281677246,0.0,3.291184902191162,0.009825690649449825,-0.0968465730547905,,,,,,,,
77,1665527095.204847,61600,8.935375213623047,0.0,8.376489639282227,0.6557554006576538,-0.09686990827322006,,,,,,,,
78,1665527095.905007,62400,-6.736283302307129,0.0,-6.673688888549805,0.034071184694767,-0.09666527062654495,,,,,,,,
79,1665527096.5080435,63200,-0.9024536609649658,0.0,-0.8066993951797485,0.0007887276588007808,-0.09654298424720764,,,,,,,,
80,1665527097.2829561,64000,-0.20718225836753845,0.0,-0.11235663294792175,0.0017227705102413893,-0.09654838591814041,,,,,,,,
81,1665527097.8942988,64800,-0.38768357038497925,0.0,-0.29172176122665405,0.0005378737696446478,-0.09649969637393951,,,,,,,,
82,1665527098.5269568,65600,-0.3578173518180847,0.0,-0.2624816298484802,0.0011879564262926579,-0.09652367234230042,,,,,,,,
83,1665527099.1586206,66400,-0.07543019205331802,0.0,0.020940378308296204,0.00016884655633475631,-0.09653941541910172,,,,,,,,
84,1665527099.7205443,67200,-0.06402604281902313,0.0,0.030420634895563126,0.0021027387119829655,-0.09654942154884338,,,,,,,,
85,1665527100.2679982,68000,-0.3300759196281433,0.0,-0.23425418138504028,0.0007308825151994824,-0.09655263274908066,,,,,,,,
86,1665527100.8303568,68800,3.8784618377685547,0.0,3.820063591003418,0.15495282411575317,-0.09655452519655228,,,,,,,,
87,1665527101.5743997,69600,-3.7187857627868652,0.0,-3.6354880332946777,0.01334595587104559,-0.09664368629455566,,,,,,,,
88,1665527102.1314175,70400,-0.33243244886398315,0.0,-0.23612552881240845,0.0003589134430512786,-0.09666582196950912,,,,,,,,
89,1665527102.702939,71200,-0.17910358309745789,0.0,-0.08339029550552368,0.0009334915084764361,-0.09664678573608398,,,,,,,,
90,1665527103.2534401,72000,-0.27522534132003784,0.0,-0.17886045575141907,0.00031154637690633535,-0.09667643904685974,,,,,,,,
91,1665527103.9792945,72800,-0.24973225593566895,0.0,-0.15334384143352509,0.0002912444178946316,-0.09667965024709702,,,,,,,,
92,1665527104.5599563,73600,0.4142947793006897,0.0,0.5104067921638489,0.0005668679950758815,-0.09667883813381195,,,,,,,,
93,1665527105.3112674,74400,-0.03764147311449051,0.0,0.04815872386097908,0.010857975110411644,-0.09665817022323608,,,,,,,,
94,1665527105.804305,75200,-0.7376818656921387,0.0,-0.6415925025939941,0.0006105051143094897,-0.09669986367225647,,,,,,,,
95,1665527106.4013655,76000,0.19035287201404572,0.0,0.2867136597633362,0.00031169841531664133,-0.09667249023914337,,,,,,,,
96,1665527107.0219643,76800,-0.534908652305603,0.0,-0.4388270974159241,0.0006072706310078502,-0.09668886661529541,,,,,,,,
97,1665527107.5717757,77600,0.6364744901657104,0.0,0.7324274182319641,0.0007224705768749118,-0.09667541831731796,,,,,,,,
98,1665527108.124728,78400,-0.7451446056365967,0.0,-0.6491314172744751,0.0006604355294257402,-0.09667357802391052,,,,,,,,
99,1665527108.8312867,79200,-0.08910060673952103,0.0,0.007364247459918261,0.00022499397164210677,-0.0966898500919342,,,,,,,,
100,1665527109.4307852,80000,0.48815518617630005,0.0,0.5842478275299072,0.0005998181877657771,-0.09669244289398193,,,,,,,,
101,1665527110.0945456,80800,-0.8171485662460327,0.0,-0.7212810516357422,0.0008346504764631391,-0.09670217335224152,,,,,,,,
102,1665527110.5096931,81600,0.17141374945640564,0.0,0.26789233088493347,0.00024243156076408923,-0.09672103077173233,,,,,,,,
103,1665527111.056442,82400,-0.015668518841266632,0.0,0.08070728182792664,0.0003242802922613919,-0.09670007973909378,,,,,,,,
104,1665527111.5919545,83200,-0.15962126851081848,0.0,-0.0631081685423851,0.00020257927826605737,-0.09671568870544434,,,,,,,,
105,1665527112.180055,84000,-0.08731211721897125,0.0,0.009208641946315765,0.0002050452312687412,-0.09672580659389496,,,,,,,,
106,1665527112.6801295,84800,-0.3117896318435669,0.0,-0.2153162658214569,0.00024602311896160245,-0.09671936929225922,,,,,,,,
107,1665527113.2312582,85600,0.1902676224708557,0.0,0.286637544631958,0.00035689290962181985,-0.09672679752111435,,,,,,,,
108,1665527114.0753014,86400,1.054932951927185,0.0,1.128366470336914,0.02330252155661583,-0.09673608094453812,,,,,,,,
109,1665527114.5957146,87200,-2.7475969791412354,0.0,-2.658888816833496,0.008016396313905716,-0.0967244952917099,,,,,,,,
110,1665527115.2608235,88000,2.752580165863037,0.0,2.8425376415252686,0.006799710914492607,-0.09675708413124084,,,,,,,,
111,1665527115.9365962,88800,-2.432316780090332,0.0,-2.340148448944092,0.004592322278767824,-0.09676063805818558,,,,,,,,
112,1665527116.6423366,89600,0.6166631579399109,0.0,0.7123396396636963,0.0010917517356574535,-0.09676823765039444,,,,,,,,
113,1665527117.2718823,90400,-0.3402271866798401,0.0,-0.24406667053699493,0.0005429276498034596,-0.096703439950943,,,,,,,,
114,1665527117.9720845,91200,0.1863861382007599,0.0,0.28281742334365845,0.000347526918631047,-0.09677881002426147,,,,,,,,
115,1665527118.5193992,92000,-0.4745093584060669,0.0,-0.3780556321144104,0.0003272159374319017,-0.09678096324205399,,,,,,,,
116,1665527119.1474895,92800,0.2562180459499359,0.0,0.3526417911052704,0.0003490254166536033,-0.09677276760339737,,,,,,,,
117,1665527119.6855001,93600,-0.23278282582759857,0.0,-0.13618634641170502,0.00021596159785985947,-0.09681244194507599,,,,,,,,
118,1665527120.2364328,94400,-0.16113685071468353,0.0,-0.06460651755332947,0.00027415622025728226,-0.09680449217557907,,,,,,,,
119,1665527120.788666,95200,0.008367940783500671,0.0,0.10496650636196136,0.00023560397676192224,-0.09683416783809662,,,,,,,,
120,1665527121.5198464,96000,-0.3790060579776764,0.0,-0.2823847830295563,0.00020877500355709344,-0.09683004766702652,,,,,,,,
121,1665527122.1228998,96800,0.40054571628570557,0.0,0.49700695276260376,0.0003764957655221224,-0.09683773666620255,,,,,,,,
122,1665527122.6810486,97600,-0.4613782465457916,0.0,-0.3648195266723633,0.0002740764757618308,-0.09683278203010559,,,,,,,,
123,1665527123.2340298,98400,0.18033123016357422,0.0,0.27689480781555176,0.0002602764870971441,-0.09682383388280869,,,,,,,,
124,1665527123.9438617,99200,-0.2315775454044342,0.0,-0.13488441705703735,0.0001716571132419631,-0.09686478227376938,,,,,,,,
125,1665527124.305785,100000,-0.19379989802837372,0.0,-0.0972437709569931,0.0002730728010646999,-0.09682919830083847,,,,,,,,
126,1665527124.901702,100800,0.05079399794340134,0.0,0.14750918745994568,0.00018453002849128097,-0.09689972549676895,,,,,,,,
127,1665527125.608966,101600,0.5783493518829346,0.0,0.6668171882629395,0.008408029563724995,-0.09687583893537521,,,,,,,,
128,1665527126.2411942,102400,-1.193955898284912,0.0,-1.098435640335083,0.0013341221492737532,-0.09685429185628891,,,,,,,,
129,1665527126.9489248,103200,1.11552095413208,0.0,1.2035906314849854,0.008792469277977943,-0.09686224907636642,-0.14000000059604645,-0.7877841591835022,-0.25640639662742615,0.037650179117918015,0.0713920071721077,680.0,0.0,7.0
130,1665527127.612635,104000,-0.45836061239242554,0.0,-0.3681739270687103,0.006636954843997955,-0.09682362526655197,,,,,,,,
131,1665527128.1443608,104800,-0.7082124352455139,0.0,-0.6118652820587158,0.0005069496110081673,-0.096854068338871,,,,,,,,
132,1665527128.907199,105600,-0.09051714092493057,0.0,0.006049692630767822,0.0002664483617991209,-0.09683328121900558,,,,,,,,
133,1665527129.704295,106400,0.020084157586097717,0.0,0.1166868805885315,0.0002248553792014718,-0.09682758152484894,,,,,,,,
134,1665527130.4100769,107200,0.37388408184051514,0.0,0.46243971586227417,0.008276868611574173,-0.0968325063586235,,,,,,,,
135,1665527131.039346,108000,1.8431916236877441,0.0,1.7597293853759766,0.18028712272644043,-0.09682486951351166,,,,,,,,
136,1665527131.6990635,108800,-2.381551742553711,0.0,-2.288961172103882,0.004184654913842678,-0.09677518904209137,,,,,,,,
137,1665527132.196981,109600,0.489925354719162,0.0,0.5798101425170898,0.006958834361284971,-0.09684362262487411,,,,,,,,
138,1665527132.8606524,110400,5.975125312805176,0.0,5.775157928466797,0.2968142032623291,-0.09684650599956512,,,,,,,,
139,1665527133.4646907,111200,-1.130987524986267,0.0,-1.1666518449783325,0.13232290744781494,-0.09665858745574951,,,,,,,,
140,1665527134.0701635,112000,-3.14630389213562,0.0,-3.056823492050171,0.007168565411120653,-0.09664902091026306,,,,,,,,
141,1665527134.762789,112800,-0.6747292876243591,0.0,-0.5785248279571533,0.00041398470057174563,-0.09661848098039627,,,,,,,,
142,1665527135.3246183,113600,-0.20349261164665222,0.0,-0.10719355940818787,0.0002776792971417308,-0.0965767353773117,,,,,,,,
143,1665527135.870751,114400,-0.15519079566001892,0.0,-0.05875062197446823,0.00018944943440146744,-0.09662961959838867,,,,,,,,
144,1665527136.4227695,115200,-0.14872461557388306,0.0,-0.052311163395643234,0.00019318360136821866,-0.09660662710666656,,,,,,,,
145,1665527137.0557597,116000,-0.06859737634658813,0.0,0.02765670418739319,0.00030656071612611413,-0.09656064212322235,,,,,,,,
146,1665527137.6845343,116800,-0.24253007769584656,0.0,-0.1461125761270523,0.0002211839600931853,-0.09663867205381393,,,,,,,,
147,1665527138.3025067,117600,0.538608729839325,0.0,0.6342673301696777,0.0009332551853731275,-0.09659182280302048,,,,,,,,
148,1665527138.913368,118400,-0.33712038397789,0.0,-0.24895107746124268,0.008445246145129204,-0.09661455452442169,,,,,,,,
149,1665527139.4145348,119200,-1.204612135887146,0.0,-1.1095173358917236,0.0015342107508331537,-0.09662900120019913,,,,,,,,
150,1665527139.9296079,120000,0.9847328066825867,0.0,1.0799974203109741,0.001372483791783452,-0.09663707762956619,,,,,,,,
151,1665527140.5557704,120800,7.421947002410889,0.0,6.933962821960449,0.5846091508865356,-0.09662502259016037,,,,,,,,
152,1665527141.0913417,121600,-2.865255355834961,0.0,-3.013674736022949,0.24468010663986206,-0.09626074880361557,,,,,,,,
153,1665527141.7404454,122400,-3.188427448272705,0.0,-3.112527370452881,0.02061203494668007,-0.09651196748018265,,,,,,,,
154,1665527142.3549845,123200,-1.1640336513519287,0.0,-1.0686811208724976,0.001276013907045126,-0.09662856161594391,,,,,,,,
155,1665527142.9616227,124000,-0.05778270214796066,0.0,0.038611527532339096,0.00021981995087116957,-0.0966140478849411,,,,,,,,
156,1665527143.6792932,124800,-0.284967303276062,0.0,-0.188705176115036,0.0003602112701628357,-0.09662232547998428,,,,,,,,
157,1665527144.3602004,125600,3.6138620376586914,0.0,3.5268969535827637,0.1835978627204895,-0.09663280844688416,,,,,,,,
158,1665527144.8835247,126400,-3.230173110961914,0.0,-3.141835927963257,0.008304985240101814,-0.09664233773946762,,,,,,,,
159,1665527145.5552108,127200,-0.7108352184295654,0.0,-0.6145960092544556,0.0005090855993330479,-0.09674826264381409,,,,,,,,
160,1665527146.1196954,128000,-0.15685343742370605,0.0,-0.06025589630007744,0.00017370126442983747,-0.0967712476849556,,,,,,,,
161,1665527146.728974,128800,-0.24122627079486847,0.0,-0.14487206935882568,0.00040044880006462336,-0.09675465524196625,,,,,,,,
162,1665527147.2083285,129600,-0.13858076930046082,0.0,-0.0421418622136116,0.00035376701271161437,-0.09679266810417175,,,,,,,,
163,1665527147.751604,130400,0.011331625282764435,0.0,0.107840396463871,0.00026453519240021706,-0.09677330404520035,,,,,,,,
164,1665527148.3192432,131200,-0.23477599024772644,0.0,-0.1383453905582428,0.00034797779517248273,-0.09677857160568237,,,,,,,,
165,1665527149.0462139,132000,-0.05156814679503441,0.0,0.0449969619512558,0.00024040538119152188,-0.09680551290512085,,,,,,,,
166,1665527149.6674984,132800,-0.706436812877655,0.0,-0.6136390566825867,0.003991053439676762,-0.09678883850574493,,,,,,,,
167,1665527150.2687776,133600,1.6400865316390991,0.0,1.7254912853240967,0.011378053575754166,-0.09678284078836441,,,,,,,,
168,1665527150.7588072,134400,-1.8626285791397095,0.0,-1.7685298919677734,0.002715181792154908,-0.09681393951177597,,,,,,,,
169,1665527151.3835783,135200,9.703071594238281,0.0,9.263591766357422,0.5362393856048584,-0.09676018357276917,,,,,,,,
170,1665527152.1090422,136000,-7.98222541809082,0.0,-7.947031497955322,0.061521828174591064,-0.09671615809202194,,,,,,,,
171,1665527152.5859272,136800,5.263067722320557,0.0,4.944930076599121,0.4148441553115845,-0.09670644253492355,,,,,,,,
172,1665527153.06877,137600,-4.295002460479736,0.0,-4.212159156799316,0.013935255818068981,-0.09677858650684357,,,,,,,,
173,1665527153.67647,138400,-1.6143982410430908,0.0,-1.5205217599868774,0.0029168773908168077,-0.09679336845874786,,,,,,,,
174,1665527154.2244675,139200,-0.761922299861908,0.0,-0.6662141680717468,0.0010396651923656464,-0.09674779325723648,,,,,,,,
175,1665527154.8627477,140000,2.114344835281372,0.0,2.0886800289154053,0.12243245542049408,-0.09676765650510788,,,,,,,,
176,1665527155.492289,140800,-1.4293783903121948,0.0,-1.3342742919921875,0.0015878330450505018,-0.09669197350740433,,,,,,,,
177,1665527156.1242533,141600,-0.5258863568305969,0.0,-0.4295646548271179,0.00034390343353152275,-0.09666561335325241,,,,,,,,
178,1665527156.838349,142400,4.860167026519775,0.0,4.700466156005859,0.25633469223976135,-0.09663383662700653,,,,,,,,
179,1665527157.3168328,143200,-3.9565463066101074,0.0,-3.871877670288086,0.01194149348884821,-0.09661002457141876,,,,,,,,
180,1665527157.9621618,144000,-1.0629571676254272,0.0,-0.9672161340713501,0.0008962431456893682,-0.09663722664117813,,,,,,,,
181,1665527158.5684974,144800,-0.21852730214595795,0.0,-0.12213438749313354,0.00021856019156984985,-0.09661147743463516,,,,,,,,
182,1665527159.2969198,145600,0.663798451423645,0.0,0.7535104751586914,0.006909324787557125,-0.09662135690450668,,,,,,,,
183,1665527159.9241564,146400,-0.8246269226074219,0.0,-0.7285627126693726,0.0005371132865548134,-0.09660132974386215,,,,,,,,
184,1665527160.5408902,147200,0.6063330769538879,0.0,0.6970303654670715,0.005932110361754894,-0.09662938117980957,,,,,,,,
185,1665527161.0955107,148000,-1.4858745336532593,0.0,-1.3931922912597656,0.003938406705856323,-0.09662070125341415,,,,,,,,
186,1665527161.6875947,148800,0.467197984457016,0.0,0.5632352828979492,0.000600446539465338,-0.09663774818181992,,,,,,,,
187,1665527162.1569903,149600,4.5125885009765625,0.0,4.096275329589844,0.5129888653755188,-0.0966757982969284,,,,,,,,
188,1665527162.716996,150400,-2.535515308380127,0.0,-2.4442927837371826,0.0054780468344688416,-0.09670059382915497,,,,,,,,
189,1665527163.344454,151200,3.675997495651245,0.0,3.3266358375549316,0.4460061192512512,-0.09664435684680939,,,,,,,,
190,1665527163.7504635,152000,-2.971672296524048,0.0,-2.881793737411499,0.006733180955052376,-0.09661176800727844,,,,,,,,
191,1665527164.4314563,152800,0.44359833002090454,0.0,0.5059048533439636,0.03421211987733841,-0.09651864320039749,,,,,,,,
192,1665527164.9023921,153600,-1.3175054788589478,0.0,-1.2220878601074219,0.0011438773944973946,-0.09656152874231339,,,,,,,,
193,1665527165.3453162,154400,-0.6395590305328369,0.0,-0.5434536337852478,0.0004398057935759425,-0.09654524177312851,,,,,,,,
194,1665527165.9754007,155200,2.7503769397735596,0.0,2.697139263153076,0.14973527193069458,-0.09649761766195297,,,,,,,,
195,1665527166.5293531,156000,-2.2284553050994873,0.0,-2.1354780197143555,0.0036544576287269592,-0.09663183987140656,,,,,,,,
196,1665527167.0002408,156800,-1.0176401138305664,0.0,-0.9222511053085327,0.0011468390002846718,-0.09653590619564056,,,,,,,,
197,1665527167.5418851,157600,-0.6755082607269287,0.0,-0.5793002843856812,0.0003875404654536396,-0.09659549593925476,,,,,,,,
198,1665527168.08625,158400,-0.06241302192211151,0.0,0.0338817834854126,0.0002821173402480781,-0.09657692164182663,,,,,,,,
199,1665527168.6287925,159200,-0.33400559425354004,0.0,-0.23778508603572845,0.00032855107565410435,-0.09654907137155533,,,,,,,,
200,1665527169.2629538,160000,-0.036754731088876724,0.0,0.059642042964696884,0.00021419032418634742,-0.09661096334457397,,,,,,,,
201,1665527169.8445003,160800,0.21232914924621582,0.0,0.30844008922576904,0.0004309778450988233,-0.09654191881418228,,,,,,,,
202,1665527170.4118607,161600,-0.5178608894348145,0.0,-0.4215865433216095,0.00034399802098050714,-0.09661836177110672,,,,,,,,
203,1665527170.9785836,162400,0.3282897472381592,0.0,0.424439013004303,0.0004435556475073099,-0.09659282863140106,,,,,,,,
204,1665527171.4484713,163200,-0.734139084815979,0.0,-0.6383147835731506,0.0007573957554996014,-0.09658169001340866,,,,,,,,
205,1665527172.084835,164000,7.323644161224365,0.0,6.772699356079102,0.6475376486778259,-0.09659281373023987,,,,,,,,
206,1665527172.6368632,164800,-4.601922512054443,0.0,-4.522668838500977,0.01743817888200283,-0.09669196605682373,,,,,,,,
207,1665527173.2428217,165600,-1.1885597705841064,0.0,-1.0928465127944946,0.0010539900977164507,-0.09676734358072281,,,,,,,,
208,1665527173.8218691,166400,-0.7794620394706726,0.0,-0.6832098960876465,0.0005877716466784477,-0.09683989733457565,,,,,,,,
209,1665527174.5657508,167200,-0.3945244550704956,0.0,-0.2978668212890625,0.00016896994202397764,-0.09682660549879074,,,,,,,,
210,1665527175.1973314,168000,1.3383769989013672,0.0,1.30469810962677,0.13048414885997772,-0.09680517762899399,,,,,,,,
211,1665527175.7545068,168800,3.936018705368042,0.0,3.8024792671203613,0.2303476184606552,-0.09680821746587753,,,,,,,,
212,1665527176.394134,169600,-1.3362826108932495,0.0,-1.3567111492156982,0.11727628856897354,-0.09684775024652481,,,,,,,,
213,1665527176.769168,170400,-1.7049062252044678,0.0,-1.6130764484405518,0.0050582741387188435,-0.09688803553581238,,,,,,,,
